block_type,start,end,duration,segments,speaker_count,speakers,text
AD,1715.68,1815.6,99.92,10,4,"SPEAKER_07,SPEAKER_14,SPEAKER_15,SPEAKER_21","사업장이 여러 갠데 매출, 매입, 지출, 계좌 현황을 한눈에 쉽게 볼 수 없을까? 여러 사업자의 격리 업무도 이제 한 번에 쉽고 편하게 격리회계 프로그램 세계 미술사를 바꾼 인상파의 원화가 노원에 옵니다. 모네, 고흐, 세잔, 르누아르까지 빛과 색채의 혁명을 만든 거장들의 원화를 놓치지 마세요. 노원아트 뮤지엄에서 12월 19일부터 5월 31일까지 지금 인상파 찬란한 순간들을 검색하세요. 아빠, 엄마한테 또 혼났다? 아니... 그러면 김밥에서 당근 빼고 먹었어? 찬바람 부는 저녁에 오마이걸 효정의 볼륨을 높여요. 찬바람 부는 아침엔 이현우의 음악 앨범. 판총물 대박날까 불안하네"
DJ/GUEST,1836.01,2143.83,307.82,23,2,"SPEAKER_05,SPEAKER_23","이윤지의 가요광장 카피 몇 잔 할래요? 카피 몇 잔 할래요? 2450님 뉴스를 보니 삼시세끼는 옛말이고 요즘 한국인은 두 끼만 먹는다고 하던데 그건 어느 집 얘기일까요? 우리 집엔 하루 세 끼에다가 간식까지 두 번씩 먹는 방학한 아이들이 있답니다. 저... 2, 4, 5, 0님 파이팅! 이렇게 커피 필요하신 분들 주문 넣어주세요 몇 잔 필요한지 누구랑 마시고 싶은지 듣고 싶은 신청곡이랑 함께 적어 사연으로 보내주세요 커피 쿠폰 주문하신 번호로 바로 보내드릴 거라서 신청은 문자로만 받습니다 문자 번호 샵 8910 짧은 문자 50원 긴 문자 100원 자세한 얘기가 궁금한 분께는요 전화 한번 걸어볼게요 커피 주문했는데 02로 시작하는 번호로 전화가 온다. 그냥 편하게 받아주시고요. 운전하고 계시면 완전히 정체하신 다음에 받아주세요. 전화 받았는데 운전 중이시면 안전을 위해 바로 끊을게요. 그래도 커피는 보내드립니다. 걱정하지 마시고요. 주문 기다리면서 노래 듣고 올게요. 마이티마우스 피처링 백지영 사랑이 올까요? 추억을 씻는다 기억을 비운다 난 너를 지운다 난 너를 지운다 추억을 씻는다 기억을 비운다 난 매일 너라는 상처를 지은다 사랑이 올까요 또 다시 올까요 아름다운 날이 내게로 올까요 그 추억과 시간도 내겐 아직 너무 익숙한 널 찾고 널 기다리고 네 주위를 맴도는 이 습관들을 다 지울 수 있을까 혹시 네가 내게 다시 돌아와도 널 부딪히고 그 사람에게 달려갈 수 있을까 너와 함께 했던 친구들과 술 한잔 걸치며 얘기 나누며 아무렇지 않게 웃을 수 있을까 정말 시간이 다 해결해줄까 내게로 올까요 미치도록 사랑한 그 추억 하나로 살겠죠 그렇게 또 살아가야겠죠 1년 7개월을 매일 듣던 네 목소리 마치 우지 못하는 미니홈피 속 네 사진 네가 보고 싶다 술잔을 비운다 노래를 부른다 눈물이 흐른다 그 첫 느낌 그 설레임 내가 다시 느껴볼 수 있을까 내가 다른 사람을 사랑할 수 있을까 사람이 올까요 또 다시 올까요 아름다운 날이 내게로 그 추억 하나로 살겠죠 그렇게 또 살아가야겠죠 사랑하지 말 걸 그랬죠 이렇게 아플 거면서 이제 남은 건 이 곡은..."
DJ/GUEST,2176.8,2430.77,253.97,69,2,"SPEAKER_06,SPEAKER_23","마이티 마우스 피처링 백지영 사랑이 올까요? 듣고 왔습니다. 커피 주문해 주신 분들 사연 만나봐야죠. 5344님 반찬 가게에서 알바해요. 추워서 손님이 없어요. 사장님과 마시게 커피 두 잔 부탁드립니다. 가광 파이팅! 텐디가 늘 얘기하잖아요. 여러분 반찬 가게에서 일하는 거 보통 일 아닙니다. 일단 반찬을 계속 만들어야 되니까 쉽지 않아요. 그리고 반찬 만들려면 어떻게 해야 돼요? 일단 재료부터 세척해야죠. 썰어야죠. 묻혀야죠. 손이 계속 춥다니까요. 손이 계속 추워요 그리고 뭐 또 뭐 전이라도 만들려고 하면 계속 구워야죠 전 붙여야죠 서 있어야죠 쉽지 않습니다 5344님 우리 반찬 가게 완전 파이팅 하시고 사장님과 드시라고 커피 두 잔도 보내드릴게요 4792님 저희 회사는 암묵적으로, 암묵적으로부터 약간 불안한 느낌 살짝 있다. 암묵적으로 점심시간이 11시 30분인데 미팅 시작이 11시로 잡힐 때부터 뭔가 쎄했는데 말이죠. 결국 미팅을 1시간 해서 점심을 이제야 먹고 있어요. 그래도 밥 먹으면서 텐디 보니까 기분이 좋아졌어요. 오후 시간도 파이팅 할 수 있게 커피 한 잔 주면 더 좋을 것 같아요. 텐디도 약간 이거 뭔지 알아요. 안목적으로 11시 30분이 점심시간인 거 나 뭔지 알아요. 텐디는 12시 생방송이니까 이렇게 오며 가며 이렇게 쓱 봤을 때 점심 드시러 나가시는 분들이 한 11시 반부터 있으시더라고요. 그러면 저분들은 11시 반에 나가시는 거 아점 느낌으로 약간 공복을 지키시다가 간헐적 단식하시는 분들인가? 약간 텐디가 그런 생각했거든요. 아... 이게 약간 11시 반부터 이렇게 슬슬 나가는 거? 괜찮은데? 나쁘지 않은데? 텐디도 그런 생각 했었어요. 지금 아마 점심 드시는 우리 회사원분들, 직장인분들 많으실 텐데 점심 맛있게 드시고 커피도 보내드릴게요. 8780님 회사에 인사이동으로 심나랍니다. 부서가 안정되기까지 좀 시간이 걸릴 듯합니다. 우리 팀 8명 힘내라고 커피 주시면 안 될까요? 신청곡 골든 노래 듣고 힘내볼게요. 8780님께 전화 한번 걸어봅니다. 인사이동이 있으시대요. 녹록치 않나 봐요. 아 바쁘다 바빠. 현대사회 정말 다사다난한 그런 인사이동 지금 상황인 것 같습니다. 바쁘신가? 식사로 가셨나? 한 번만 다시 걸어볼게요. 끊었다가요. 원래 뭔가 그래요. 전화 다시 걸어볼게요. 원래 인사이동 그런 부서이동 그런 것들은 쉽지 않습니다. 큰 파도가 오기 전 바다가 가장 요동치는 상황인 거예요. 아하 우리 8780님 전화 연결이 안 돼서 연결이 안 되더라도 저희가 커피는 보내드리니까요. 8780님 커피 드시고 화이팅 하시고 텐디한테도 문자사연 주세요. 5905님 텐디 텐디 은지 언니 강원도에서 8개월 아기 육아 중인 딸랑구맘. 항상 조용히 육아를 하면 너무 적적해가지고 라디오를 듣게 됐는데 은지언니 가요광장 항상 너무 재밌게 듣고 있네요. 에너지 넘치는 우리 딸내미 보려면 카페인이 필요할 것 같아요. 이따 남편 오면 같이 먹게 커피 두 잔 부탁드려요. 신청곡도 부릅니다. 우리 육아 중인 청취자 5905님께 전화 한번 걸어봅니다. 여보세요? 이렇게 받을 것 같아. 그렇죠? 뭔가 굉장히 쑥스러우면서도 기분 좋은. 여보세요? 5905님. 안녕하세요. 커피 몇 잔 할래요? 커피 두 잔 할래요. 반갑습니다. 안녕하세요."
DJ/GUEST,2431.33,2436.18,4.85,4,2,"SPEAKER_05,SPEAKER_23",아니 애기는 자요? 옆에서 같이 놀고 있어요. 같이 놀고 있어요. 자기소개.
DJ/GUEST,2439.47,2461.4,21.93,14,2,"SPEAKER_06,SPEAKER_23",소리 질러봐. 아악 해봐. 아니 애기는 아직 그러고 싶지 않나 봐요. 네. 5905님 자기소개 부탁드립니다. 안녕하세요. 저는 8개월 딸랑구 키우고 있는 32살 횡성맘입니다. 무슨 맘이요? 횡성맘이요. 횡성맘이요. 횡성이 계시군요. 네. 강원도 횡성 살고 있어요. 횡성 날씨 어때요?
AD,2462.58,2462.72,0.14,1,0,,지금 추워요?
DJ/GUEST,2462.7,2475.78,13.08,4,2,"SPEAKER_06,SPEAKER_23",아직 밖에 안 나가서 모르겠는데 신랑 피셜 엄청 춥다고 합니다. 신랑 피셜 엄청 춥다. 8개월 아기를 육아 중인 엄마의 하루 일과에 대해서 좀 얘기해 주세요. 몇 시에 일어나요?
DJ/GUEST,2476.52,2483.75,7.23,2,2,"SPEAKER_06,SPEAKER_23",저는 아침 7시에 일어나고요. 아니 우리가 학교 다닐 때도 아침 7시에 일어났냐 이 말이야.
DJ/GUEST,2483.77,2490.14,6.37,2,2,"SPEAKER_06,SPEAKER_23",저는 7시에 일어나 본 적이 없습니다. 살면서 7시에 일어나 본 적이 없는데.
DJ/GUEST,2490.44,2532.88,42.44,3,2,"SPEAKER_06,SPEAKER_23",아기 때문에 7시에 일어나고요 그 다음에 뭐합니까 밥 주고요 낮잠 재우고요 낮잠은 아기가 몇시에 자요 주로 9시 반에 자요 아침에는 그래도 다행이다 아침에 일단 1시간 반 정도 자고 일어나면 또 밥 주고요 밥 줘야 돼요 또 그리고 또 놀아주고요 놀아주고요 곧 있으면 이제 언니 라디오 끝날 시간대쯤 또 낮잠 들어갑니다 2시쯤에 낮잠 시간 또 들어가고요 그렇습니다 그리고 또 일어나면 밥 주고요 밥 주고요 지금 밥 3번 줬어요 그리고요 목욕 시키고요 목욕을 왜 이렇게 빨리 시켜요 남편 오면 시키지 같이 남편 오면 시킵니다 남편은 좀 일찍 퇴근해요 몇 시에 퇴근해요 남편?
