block_type,start,end,duration,segments,speaker_count,speakers,text
MUSIC,963.0,1363.84,400.84,10,2,"SPEAKER_06,SPEAKER_10",It's easy cause you're beautiful Making love with you is all I wanna do Loving you is more than just a dream come true And everything that I do is out of loving you no one else can make me feel the colors that you bring stay with me while we grow old and we will live each day in springtime cause loving you I'm in love with you It's a little bit funny This feeling inside I'm not one of those who can easily hide I don't have much money but Boy if I did I'd buy a big house where we both could live i was a sculptor but then again no or a man who makes potions enough to travel and show i know it's not much but it's the best i can do my gift is my song and this one's for you And you can tell everybody This is your song It may be quite simple but Now that it's done I hope you don't mind I hope you don't mind That I put down in words How wonderful life is While you're in the world So excuse me forgetting But these things I do You see I've forgotten If they're green or they're blue Anyway the thing is What I really mean Yours are the sweetest stars I've ever seen And you can tell everybody This is your song It may be quite simple but Now that it's done I hope you don't mind I hope you don't mind That I put down in words How wonderful life is While you're in the world you don't mind that i put down in words how wonderful life is while you're in the world
DJ,1382.11,1470.02,87.91,18,1,SPEAKER_24,영화 세븐파운드에서 러빙유 영화 로켓맨에서 유얼송 듣고 왔어요. 형경님은 라디오 들으면서 이렇게 혼자 김장하는 것도 괜찮다고 아 김장철이죠. 엄마가 나이가 많으시다 보니 앞으로는 제가 배워서 담가 먹으려고 도전 중이래요. 와 엄마 손맛을 이어받아서 우리 가족 맛있게 먹으면 좋겠네요 하셨습니다. 그러게요. 이렇게 부모님 돌아가시면 김치 맛 그리워서 힘든 분들 많이 봤는데 이렇게 전수받으면 좋겠네요. 우리 현재님은 여자친구랑 결혼식 날짜를 잡았대요. 내년 9월에 저 결혼합니다. 저도 이제 품절남 대열에 합류해요 하셨습니다. 아 이렇게 신혼에 신혼은 아니지 아직 예비 신랑 예신에 이렇게 설렘이 느껴지는 사연이네요 결혼하시고도 또 좋은 사연 또 싸운 사연 있으면 많이 보내주시고요 우리 헤라님은 요즘 남편이랑 주말에 수목원 찾아 걷는 재미에 빠졌대요. 숲속에 나무들이 예쁘고 잔잔히 들려오는 바람소리. 맑은 새소리. 힐링 받고 돌아와요. 이런 걸 보면 나이 들었나 봐요. 사진첩에도 온통 꽃 사진만 가득하거든요. 아 이거 꽃 좋아하고 이 카땡 프로필 꽃이 생기면 이제 나이가 든 거라고 그러던데. 캔디 사진첩엔 어떤 사진들이 있냐고.
AD,1470.04,1470.12,0.08,1,0,,음...
DJ,1470.52,1550.81,80.29,13,1,SPEAKER_24,아이가 저를 웃기게 찍어주는 사진들이 많습니다. 사진 찍는 걸 좋아하거든요. 아기가. 저는 최근에 서울 시티투어 버스를 타고 미국에서 친구가 와서 도는데 은행나무가 너무 예쁜 거예요. 제가 은행나무 사진을 찍고 있더라고요. 그래서 나 나이 들었나 봐 이러면서. 근데 너무 예쁜 걸 어떡하나요. 이게 바쁘게 살다가 이제 와서 이런 게 보이나 봐요. 은행 참 예쁘더라고요. 우리6850님은 캔디 저 자랑할 거 있어요 어제 아내 생일인데 까먹고 퇴근 후에 다이빙 수업까지 하고 아 불안한데 술 마시고 안돼 12시 넘어서 들어갔거든요 근데 저 살아있어요 자랑할 게 아니죠 난 뭐라도 챙겨준 줄 알았네 이게 뭐예요 이거 자랑사연 아닌데 아내분이 어떻게 화나가지고 뭐라도 사주셔야 됩니다 살아있는 게 이게 살아있는 게 아닐 텐데 제가 다 불안한데요 뭐라도 꼭 오늘이라도 챙겨주세요 자 혜성님이 신청하신 곡입니다. 드라마 정연희에서 조유리의 봄날은 간다 듣고 우린 2부에서 다시 만나요.
AD,1550.83,1922.79,371.96,36,9,"SPEAKER_01,SPEAKER_04,SPEAKER_09,SPEAKER_10,SPEAKER_13,SPEAKER_19,SPEAKER_22,SPEAKER_25,SPEAKER_26","2부에서 다시 만나요. 치마가 봄바람에 휘날리더라 오늘도 웃고름 씹어가며 산재비 넘나드는 성왕따 길에 꽃이 피며 같이 웃고 꽃이 지며 같이 울던 알뜰한 금에 서예 봄나라 간다 새파란 풀잎이 물에 떠서 요즘은 물 말고도 커피나 주스 등 음료로 마실 수 있는 것들이 참 많은데요. 만약 커피를 마시다가 소주 한 잔 정도 되는 양을 버리게 되면 물고기가 살 수 있을 정도로 희석하는데 약 750리터의 깨끗한 물이 필요하다고 합니다. 일상에서 무심코 흘려버리는 것들을 정수하는데 많은 양의 물이 필요한 거죠. 따라서 음료는 먹을 만큼만 덜어 마시고 최대한 남기지 않는 것이 중요하고요. 헹궈 마실 수 있는 것들은 물을 활용해 마무리하면 좋겠습니다. SBS 캠페인 물은 생명이다. 우리 가족 깨끗한 물 이중필터 샤워기 닥터피엘과 함께합니다. 지키고 싶은 연인, 가족, 우리 아이, 건강, 농업, 그리고 지구를 위해 나와 지구 우리 모두를 지키는 방법. 커져라 친환경 농산물. 지구를 지키는 농부와 친환경 농산물 자조금관리위원회가 함께합니다. 바다의 맛이 살아있는 구룡포 푸짐한 먹거리와 즐거움이 가득한 축제의 현장으로 여러분을 초대합니다. 11월 2일부터 12월 15일 매주 주말 오감을 만족시키는 구룡포 해양미식축제 놓치지 마세요. 구룡포 해양미식축제 안녕하세요, 박세범. 이창섭입니다. SBS 글로벌 보이그룹 어댑션, 유니버설 리그가 11월에 찾아옵니다. 글로벌 K-POP 아이돌 데뷔를 위한 치열한 드림 매치, 소년들의 여정에 함께해 주세요. SBS 유니버설 리그는 매주 금요일 밤 11시 20분에 방송됩니다. Let's go! 그 수많은 날들 중 어느 날에 우린 만났다. 지구상 마지막 킴바이 코뿔소 노든과 그의 품에서 태어난 어린 펭귄의 바다를 찾아 떠나는 여정 뮤지컬 긴긴밤. 10월 15일부터 1월 5일까지 링크 아트센터 드림 드림 2관에서 초등학생 이상 관람가. 전국의 사장님들을 위한 세 글자 스피드 퀴즈 1위 라디오 채널은 SBS 1등 인터넷 라디오는 고릴라 두당 없는 비용으로 고릴라에 광고하면 뭐가 쑥 매출 광고기 가성비 갑 지금 바로 고릴라 광고를 검색해보세요 고릴라 랄랄랄랄라 랄랄랄랄라 랄랄랄랄라 랄랄랄랄라 고릴라 sbs 생활정보 낮 기온은 서울이 12도 광주와 대구가 13도로 어제와 비슷하거나 조금 높아서 낮에는 춥지 않겠습니다. 하지만 아침 저녁은 춥겠고요. 내일까지는 아침 기온이 전국 내륙에서 0도 내외로 떨어지겠습니다. 내일도 전국이 대체로 맑겠지만 경상권 해안과 전남 남해안 제주도는 구름 많은 가운데 내일 오전부터 낮 사이 제주도에는 비가 내리는 곳 있겠고요. 다음 주는 비 내리는 날이 많겠습니다. 다음 주 화요일 전국에 비가 내리겠고 비가 그친 후 찬 공기가 남아오면서 기온은 낮아지겠습니다 고객의 생활을 편리하게 초혁신 디지털금융 NH농협은행과 함께합니다 영화 같은 만남 영화 같은 날 영화 같은 사랑 영화 같은 밤 영화 같은 시간 영화 같은 꿈 매일매일이 영화 같은 하루 박하선의 시내타운"
DJ,2076.11,2104.72,28.61,5,1,SPEAKER_24,4812님이 신청하신 곡이었습니다. 영화 인사이드 아웃 2에서 더 라이프 오브 라일리 듣고 왔어요. 이게 뭐 디즈 땡 같은데 이제 나왔더라고요. 아이랑 한 번 더 집에서 봐야겠어요. 우리는 씬과 함께 해볼까요?
AD,2104.74,2104.94,0.2,1,0,,씬과 함께
DJ,2111.16,2153.5,42.34,9,1,SPEAKER_24,"영화나 드라마에서 오래도록 생각이 나는 명장면이 있죠. 그 씬과 함께해 보는 시간입니다. 오늘의 씬과 함께는 추억의 드라마 씬으로 꾸며볼 거예요. 그리고 이 시간 즐겨주시면 편히 마칠 수 있는 퀴즈도 함께 준비가 되어 있습니다. 첫 번째, 2001년에 방영된 드라마 여인천하입니다. 9613님이 좋아하는 씬이래요. 백화점 상품권 보내드립니다. 강수연, 도지연 배우가 연기했습니다. 정난정과 경빈 박씨의 기싸움 씬과 함께 해볼게요."
AD,2153.52,2221.41,67.89,11,2,"SPEAKER_11,SPEAKER_13",내 감히 얘가 어디라고 함부로 들어오는 게냐? 경빈 마마 깨워서 계신 곳이라 알고 들었는데 내 잘못 알고 든 것인가? 뭐야? 천 것이 어따 대고 하대를 하는 게냐? 내년 볼기짝이 해지고 싶은 게냐? 니 어찌 나인 나부랭이가 당일을 갖춰 입은 내게다 욕지거리를 내뱉는 게? 밖에 왜 이리 소란한 게냐? 경빈 마마 난정이옵니다 오 그래 내가 그리 당일을 갖추니 못 알아보겠구나 내 중궁전에 가는 길을 잘못 들어 얘까지 온 것이드냐? 아니옵니다 인연 중궁전에 들렸다 나오는 길에 경빈 마마께 무눈하여 쭈꽂여 발걸음을 하였사옵니다 헌데 지금은 손님이 들어 계시니 내게 차 대접할 틈이 없구나 인연도 잘 아옵니다 경빈 마마께 오서 조강조를 찍어내시는 일에 바쁘시다는 것은 천하가 다 아는 일인데 어찌 인연이라고 모르겠사옵니까? 매야?
DJ,2306.25,2382.57,76.32,16,1,SPEAKER_24,"박하산의 시내타운 신과 함께 꾸미고 있습니다. 드라마 여인천하에서 안숙선 명창이 부른 메인 타이틀곡 오랜만에 듣고 왔죠. 씬을 함께 해주신 9613님은요. 저는 옛날이나 지금이나 드라마 주연보다 서부조연의 서사에 더 몰입을 한대요. 그래서 도지원씨가 연기한 경빈 박씨 완전 응원했다고 아 이때 많이 그랬을 거예요 다들. 어릴 때 툭하면 매야? 했던 것도 생각이 난다고. 이 저는 인기 드라마의 척도는 이걸 패러디 했냐 안 했느냐로 나누는 것 같아요. 이렇게 오래도록 생각이 나잖아요. 자 여러분 이번에 만나볼 장면은 아 세상에 99년에 방영된 드라마입니다. 이게 벌써 이렇게 오래됐군요. 김희선, 김석훈 배우가 주연을 맡았죠. 3172님이 보내주신 씬입니다. 백화점 상품권 보내드려요. 참 재밌게 봤는데. 다시 재회한 한이와 승준이 서로에게 맡겨뒀던 토마토 화분과 요요를 어머나 교환하는 씬과 함께 해볼게요."
AD,2382.59,2574.4,191.81,16,3,"SPEAKER_09,SPEAKER_20,SPEAKER_21","이거요. 한이씨 돌려주려고요. 그동안 토마토가 많이 컸네요. 예, 곧 먹을 수 있을 것 같아요. 고마워요. 이거요. 없죠? 요요. 의미가 뭔지 알아요? 아니요. 뭔데요? 돌아온다는 뜻이에요 요요 의미가 맞았죠? 토마토도 돌아왔잖아요 토마토 말고 또 돌아온 게 있나요? 내 너에게로 부는 바람이고 싶어 슬픈 너의 눈빛이 날 아프게 해 늘 너와 함께라면 난 행복할 거야 이 세상 그 누구보다 널 지나간 슬픔 또 힘겹던 날들 이젠 내 품 안에서 모두 잊어버려 내 사랑을 믿어 네가 있는 그곳에 나도 있을 거야 사랑의 아름다움은 너에게 눈부신 행복은 너에게 줄 거야 이 세상도"
DJ,2609.66,2715.8,106.14,27,1,SPEAKER_24,"박하선의 시내타운 신과 함께로 꾸미고 있습니다. 드라마 토마토에서 이영석의 내게 온 사랑 듣고 왔어요. 신을 골라주신 3172님이 당대 최고의 여신 김희선씨가 드라마에서 요요를 한 탓에 온 초등학생들 교실에선 요요 바람이 불었다 했죠. 저도 그 요요 삼매경에 빠졌던 어린이였고요. 요요의 고급기술 실사이로 요요가 왔다갔다 하는 그네타기까지 연마를 했었는데 지금은 될란가 모르겠네요. 그러게요. 이때 진짜 요요 많이 샀는데 너무 오랜만에 듣는 용어네요. 요요. 목소리도 너무 어리시고 기억에 남아요. 다시 들으니까 한이 승준이 캐릭터 이름까지 생각이 나네요. 여러분도 이렇게 함께하고픈 영화나 드라마 속 신이 있다면 지금 바로 문자나 고릴라로 보내주세요. 소개된 분께 선물 드립니다. 여기서 깜짝 퀴즈! 드라마 토마토에서 김희선씨가 즐기던 아이템입니다. 실이 달린 동그란 원반을 던져서 다시 받는 장난감. 원래는 필리핀 원주민의 이게 무기였대요. 이것은 뭘까요? 1번 곱창밴드, 2번 요요, 3번 X자핀. 드라마 토마토에서 김희선 씨가 즐기던 장난감이 뭘까요? 보기 다시 한번 알려드릴게요. 1. 곱창밴드, 2. 요요, 3. X자핀. 정답하시는 분들은 샵 1077 짧은 건 50원, 긴 건 100원의 유료 문자나 고릴라로 보내주세요. 5폰 뽑아서 선물 쏩니다. 드라마 겨울연가에서 한 곡 들어볼까요 이제 곧 겨울이니까 류의 처음부터 지금까지"
AD,2736.62,3155.88,419.26,43,9,"SPEAKER_02,SPEAKER_05,SPEAKER_07,SPEAKER_10,SPEAKER_13,SPEAKER_14,SPEAKER_15,SPEAKER_16,SPEAKER_26","내게 올 수 없을 거라고 이젠 그럴 수 없다고 제발 그만하라고 나를 달래줘 정말 잊어버리고 싶어 다시는 볼 수 없다면 너를 잡고 있는 너의 모든 걸 내가 웃고 싶을 때마다 넌 나를 울어버리게 만드니까 어느 것 하나도 나의 뜻대로 넌 할 수 없게 만드는 걸 내가 보고 싶을 때마다 난 이렇게 무너져 버리고 말까 아무리 잊으려고 애를 써도 잊을 수 없게 다신 볼 수 없다면 나를 잡고 있는 너의 모든 걸 내가 웃고 싶을 때마다 넌 나를 울어버리게 만드니까 이렇게 무너져버리고 말까 아무리 잊으려고 애를 써도 잊을 수 없게 하고 있을까 단 한 사람을 사랑하는데 이토록 힘든 일인 줄 난 정말 몰랐어 내가 웃고 싶을 때마다 넌 나를 울어버리게 만드니까 보고 싶을 때마다 난 이렇게 무너져 버리고 마니까 아무리 잊으려고 해서도 잊을 수 없게 하니까 까맣지 맞지 까맣지 맞지 너무 맛있지 친절하고 맛있는 까맣지 완벽한 치킨 까맣지 맞지 까맣지 통닭 까맣지 맞지 통닭의 검증을 마치다 까맣지 통닭 고려기부트로 선수교체 매출 쭉쭉 성과 쭉쭉 반쪽물을 고려하라 공공기관 우선구매 대상기업 고려기프트 건너오세요 당신의 퇴직연금이 원하던 글로벌한 세계로 내 연금상품 그대로 중도해지 없이도 실물이 저는 지금이다 수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래의셋증권으로 원금 손실 유의. 투자 전 상품 설명서 및 약관 필독. 아 병원 갈 때 신분증 챙기기 귀찮아. 괜찮아. KB 스타뱅킹이 있잖아. 병원 접수할 때는? KB 스타뱅킹이면 괜찮아. 여권 재발급도? KB 스타뱅킹이면 괜찮아. 국내선 비행기 탈 때도? KB 스타뱅킹이면 괜찮다니까. 신분증 챙기기 귀찮은 모든 순간. 지금 KB 스타뱅킹에 신분증을 넣어보세요. KB 국민은행. 대한민국 지역균형 발전의 미래. 태만금 수변 도시가 2025년 모습을 드러냅니다. 경제, 문화, 교육, 여가가 어우러지는 새만금 수변 도시는 차별화된 가치를 제공하며 대한민국 미래 도시로 발돋움할 것입니다. 이 광고는 새만금개발공사와 함께합니다. 코코코지마 끝까지 시원하죠 코코코 코지마 머리 끝 발끝까지 코코코 코지마 뭉치고 뻐근할 땐 누워만 있으면 피로가 스르르 장윤정의 안마의자 코지마 코코코 코지마 코지마 안마의자 안녕하세요 신한 프리미어 모델 김수현입니다 여러분께 특별한 자산관리를 소개합니다 투자, 법률, 세무, 부동산 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다. 지금 만나보세요. 자산관리는 신한프리미어. 아빠, 이제 담배 냄새 안 난다. 전자담배, 처음엔 좋았습니다. 절 피하지 않으니까요. 우와, 이 냄새 뭐야? 근데 이제 무섭습니다. 피하지 않으니까요. 피하지 않아 더 위험한 전자담배. 전혀 괜찮지 않은 담배입니다. 대한민국이 가장 좋아하는 1등 라디오. SBS 파워 FM. 잠시 후 12시부터 즐거운 오후의 시작. 12시엔 주현영이 방송됩니다."
DJ,3160.82,3287.01,126.19,16,1,SPEAKER_24,"시내타운에서 준비한 상품입니다. 백화점 상품권, 급발진 잡는 지넷에서 한문철 블랙박스, 에스테틱 브랜드 라시뎀에서 당 독소 감소 오일, 도드람 양돈 협동조합에서 우리대지 한돈 선물세트, 호신용품은 블랙코브라에서 든든한 호신용 전기충격기, 기억된 향기 줄라이 모닝에서 프리미엄 헤어케어 세트, 뷰티 리추얼 라라클라라에서 엑소존 바이오 니들 크림, 피부장벽 개선 비슈띠에서 고보습 기초 3종 세트 모발 케어 명가 나투리아에서 테라틴 워터팩 아름다운 비주얼 아비주 뷰티에서 뷰티 상품권 건강한 아름다움 올린네에서 샴푸와 트리트먼트 세트 붓기 고민 해결 부기로우에서 간편 수분 밸런스 칼륨제 명품 향기 가득 버블큐브에서 조향사 콜라보 캡슐 세제. 골프 마스크 바벤스미스에서 자외선 차단 마스크. 뷰티 브랜드 방클레오에서 클렌징 오일과 초밀착 쿠션. 글로벌 클린 뷰티 올릭에서 올릭 그린 선스크린. 행복을 담은 커피 워너빈에서 드립백 커피 세트를 드립니다. 오늘은 신과 함께로 꾸며 드렸습니다. 퀴즈의 정답 드라마 토마토에서 김희선 씨가 즐기던 아이템은 2번 요요였어요. 선물 받으실 분들 명단은 시내타운 홈페이지 선곡표의 하단에 올려 두겠습니다. 여러분이 좋아하는 영화 속 신들을 보내주세요. 소개된 분께 선물 보내드려요. 우리 끝곡으로는 드라마 도깨비에서 에일리의 첫눈처럼 너에게 가겠다. 이제 곧 눈이 내리겠죠. 요곡 듣고 우리는 내일 오전 11시에 다시 만나요 오늘도 영화처럼 널 품기 전 알지 뭐"
AD,3289.32,3620.08,330.76,29,6,"SPEAKER_04,SPEAKER_09,SPEAKER_10,SPEAKER_13,SPEAKER_14,SPEAKER_26",내 머문 세상 이토록 찬란한 것을 작은 숨결로 단 사람 겁없이 나를 불러준 사람 몹시도 좋았다 너를 지켜보고서 고맙습니다. 널 놓기 전 알지 못했다 내 머문 세상 이토록 쓸쓸한 곳을 고운 꽃이 피고 진 이곳 다시는 없을 너라는 계절 그 짧은 마주침이 지나 빗물처럼 너는 울었다 한 번쯤은 행복하고 싶었던 바람 너까지 울게 만들었을까 네 숨결 다시 나를 부를 때 모든 인쇄 가능한 성원에드피아 온라인 주문 간편한 성원에드피아 누구든지 어디서나 쉽고 빠르게 인쇄의 유토피아 성원에드피아 캘린더 주문도 역시 성원에드피아 국민인쇄 성원에드피아 일하다 건강이 나빠졌나요? 당신도 직업병일 수 있습니다. 나도 모르는 사이 시작된 직업병을 찾기 위해서 나와 일터를 건강하게 만드는 직업병안심센터를 찾아주세요. 문의 1588-6798 고용노동부 직업병안심센터 한국 뮤지컬 어워즈 작품상 수상자 뮤지컬 리지 미국 전역을 충격에 빠뜨린 살인사건이 강렬한 로그 음악으로 다시 태어났다 사건을 둘러싼 비밀과 진실이 파격적이고 짜릿한 퍼포먼스로 펼쳐진다 대체불가 카타르시스 뮤지컬 리지 12월 1일까지 두산 아트센터에서 두통 참을까? 치통 견딜까? 생리통 버틸까? 통증 타이르지 말고 개보린 한 알로 빠르고 말끔하게 한 알로 싹 두통 치통 생리통엔 한 알로 싹 맞다 개보린 삼진제약 이 소리는 더 경기패스 가입자들의 황급금 쌓이는 소리입니다. 그래서 이번 달에도 우와 2만 9천 원이나 꽂혔어. 우리 네 식구 환급금 맞추면 8만 원이 넘는데? 이거네. 벌써 100만 명이나 쓰는 이유. 환급이 무제한. 더 경기 패스. 고속도로 달리다 사고가 났다. 어떡하지? 쿵쾅대는 내 심장 너무나 무서워. 고속도로 사고 시엔 도로 밖으로 무조건 대피 꼭 기억하세요 이 캠페인은 한국도로공사와 함께합니다 꿈을 향해 숨 무엇이든 이룰 수 있어 평생 무료 쏴 언제든지 할 수 있어 숨쏴가 함께할게 숨쉴 사이버대학교 제2의 인생을 향해 숨쏴 콘텐츠가 강한 대학 숨쉴 사이버대학교 안녕하세요. 유현석입니다. 여러분의 틈새 시간에 행복을 선물하는 틈만나면이 더욱 큰 웃음으로 돌아왔습니다. 매일 쉼없이 돌아가는 일상의 틈에 두 손 가득 행복합니다.
