block_type,start,end,duration,segments,speaker_count,speakers,text
AD,1701.23,1872.48,171.25,14,5,"SPEAKER_02,SPEAKER_04,SPEAKER_24,SPEAKER_26,SPEAKER_31",아 뭐 찾으려면 어디로 가야 되지 악보 부터 받아 여기는 악보 받아 악보 찾다 열받아 come down 악보 컴온 요 악보 받아 세상 모든 악보 온라인도 모바일도 여기서 다 다운받아 뮤직디자이너 악보 받아 비대 살 땐 당당하게 3년 애플 비대 전국 무료 설치는 애플 비대 온가족 믿고 쓰는 애플 비대 3년 무상 AS부터 전국 무료 설치까지 비대는 역시 당당하게 3년 애플 비대 애플 수원여자대학교 여성기 더 양성 미래를 만드는 수원여자대학교 세상을 바꾸는 여성의 힘! 수원여자대학교 판총물 고민 고민하지마 인포인포 기프트인포 굿즈도 비교 비교하지마 인포인포 기프트인포 판총물도 판총물 대박날까 불안하네 기프트인포 기프트인포 언제나 당신 곁에 MG 새마을금고와 함께하는 날씨와 생활입니다. 2026년의 첫날이었던 오늘 그야말로 귀가 떨어져 나갈 듯 매서운 추위가 대단했는데요. 전국에 바람까지 강하게 불어오며 실제로 느껴지는 기온은 더욱 느껴지는 이번 추위. 기상캐스터 배혜지 여기에 서해안을 따라서는 눈 소식이 있는데요. 어젯밤부터 울릉도와 독도는 대설경보가 발효 중이고 전라권과 제주 쪽은 대설 예비특보 내려져 있습니다. 내일까지 서해안 많게는 10cm 이상 울릉도와 독도는 30cm까지 적설량 예상됩니다. 인자영입니다. 언제나 당신 곁에 MG 새마을금고와 함께하는 날씨와 생활이었습니다.
DJ,2032.44,2059.05,26.61,1,1,SPEAKER_30,사브리나 카펀트 테이스트 19위 곡 들었습니다 2025년 팝뮤직 총결산 오늘은 싱글 차트 결산입니다 18위는 모간 월런 저스틴 케이스 17위가 캔들 라마의 Not Like Us 두 곡 듣겠습니다 먼저 18위 모간 월런 저스틴 케이스
MUSIC,2066.04,2094.17,28.13,1,1,SPEAKER_15,I ain't saying that I always sleep alone I ain't saying that I ain't met no one else Done a little bit of midnight moving on And I ain't saying when I do that it don't help Leave with someone I don't know her name Pull her real close but I leave some space I can forget you girl for good Even though I should I never let my heart go all the way
AD,2231.02,2303.49,72.47,4,1,SPEAKER_16,자막 제공 배달의민족 자막 제공 배달의민족 자막 제공 및 자막 제공 및 광고를 포함하고 있습니다. 자막 제공 및 광고를 포함하고 있습니다.
MUSIC,2304.67,2423.0,118.33,6,1,SPEAKER_16,"They not like us, they not like us, they not like us You think the bae gon' let you disrespect poppin'? I think that open show gon' be your last stop Dickhole foul, I don't know why you still pretendin' What is the owl, bird? You just a bird, go The audience not dumb, shape the stories how you want Hey Trey, they're not slow, rabbit hole is still deep I can go further, I promise, ain't that somethin'? Be restless for bitchin', you Malibu most wanted Ain't no lawboy, you ballboy, fetch Gatorade or somethin' since 2009 i had this jumping but get a wedgie be flipped over your boxes over your fold the other options they not like us they not like us they not like us once upon a time all of us was in chains homies still double down crawling up some slaves atlanta was the mecca building railroads and trains bear with me for a second let me put y'all on game the settlers was using town folk to make em richer fast forward 2024 you got the same agenda you run to atlanta when you need to check balance let me break it down for you this the real challenge you call future when you didn't see the club lil baby help you get your lingo up"
AD,2422.98,2483.39,60.41,2,1,SPEAKER_16,자막 제공 배달의민족 자막 제공 배달의민족
DJ,2499.3,2540.16,40.86,9,1,SPEAKER_30,"17위, 캔들릭 라마, Not Like Us 들었습니다. 앞에 들으시는 분은 18위, 모간 월런, 저스틴 케이스였고요. 2025년 판매직 총결산, 오늘 싱글 차트 결산입니다. 16위는 The Weeknd, 플레이보이 카르티, Timeless. 15위가 캔들릭 라마 피처링, Lefty Gunplay, TV OFF. 저도 텔레비전 끄는 거에는 찬성입니다. 텔레비전 끄고 라디오 들어야죠. 16기부터 듣겠습니다. The Weekend and Playboy Carti, Timeless."
AD,2610.64,2621.18,10.54,1,1,SPEAKER_25,자막 제공 배달의민족
MUSIC,2701.9,2725.55,23.65,1,1,SPEAKER_14,she fell in love with the scene oh yeah her man quiet not a peep broke his heart btsd hold his chest let it breathe let it breathe when i got a priest he got a cross get out of line send him to god i shed a tear break all laws oh yeah ever since i was a kid i've been legit from the start
AD,2736.78,2742.85,6.07,1,1,SPEAKER_14,감사합니다.
MUSIC,2797.43,2826.93,29.5,1,1,SPEAKER_16,all i ever wanted was a black grand national being rational give em what they ask for it's not enough few solid left but it's not enough few that are really step but it's not enough say you bigger than myself but it's not enough i get on that yeah somebody gotta do it i made em yeah somebody gotta do it i tear the g-pad watch and do it we survived outside all from the music what they like what he on this the alpha and omega welcome home
AD,2827.81,2898.75,70.94,2,2,"SPEAKER_16,SPEAKER_17",매주 일요일 업로드됩니다. 매주 일요일 업로드됩니다.
MUSIC,2899.63,2918.11,18.48,1,1,SPEAKER_16,it's not enough few solid left but it's not enough few that have reached that but it's not enough say you bigger than myself but it's not enough
AD,2946.42,2975.15,28.73,1,1,SPEAKER_16,마스터!
DJ,3011.86,3035.71,23.85,7,1,SPEAKER_30,"15위, The Weeknd. 16위가 The Weeknd입니다. The Weeknd and Playboy Carti의 Timeless. 15위는 Candle Llama 피처링 Lefty Gunplay의 TV Off. 두 곡 들었습니다. 2025년 팝뮤직 총결산, 오늘은 싱글 차트 결산입니다. 광고 듣겠습니다."
AD,3036.67,3192.77,156.1,19,6,"SPEAKER_03,SPEAKER_06,SPEAKER_07,SPEAKER_26,SPEAKER_31,SPEAKER_34",맛있는 돼지고기가 왔어요 우리 아이 도드람 우리 남편 도드람 우리 가족 도드람 든든해요 도드람 맛있는 도드람이 우리 집으로 왔어요 맛있는 우리 돼지 도드람 온라인에서도 도드람 올리지요 피부에 닿는 느낌 올리지요 이 광고는 건강기능식품광고입니다 폐암 환자나 그 유가족은 직업병 산재보상 대상이라는 거 알고 계신가요? 과거 건설 현장이나 공장과 같은 환경에서 일했던 분이라면 가능합니다. 일용직도 가능합니다. 노무법인 폐가 직접 해결해드리겠습니다. 폐암 산재보상 전문 노무법인 폐 1544-7575 IS동선은 봅니다. 쓸모없던 땅에서 친환경 건설의 내일을 세우고 폐기물에서 전기차의 새로운 미래를 만들고 아이들에게 희망의 세상을 열어주는 ESG 경영으로 더 큰 내일을 봅니다 IS동서 싱크볼 바꿀 때 되셨죠? 오래된 싱크대 이제 싱크볼만 바꿔보세요 60년 주방 전문 백조싱크 백조싱크 고규필 고객님 어 왔다 재미가 와 놀라움이 와 혜택이 와 재미있게 놀랍게 다양하게 와보고 싶은 뱅크. 고규필도. 와뱅크. 광주은행. 통합형 AI 고객센터? 믿고 맡길 수 있어? TWC는 달라. 비용도 효율도 모두 계란티. 운영 비용 다운. 상담 퀄리티는 업. AI 전문기업 TWC.
DJ,3192.79,3209.66,16.87,4,1,SPEAKER_30,"통합형 AI 고객센터는 TWC. 배철수의 마크 캠프입니다. 2025년 팜식 총결산 싱글 차트 결산입니다. 14위 그레이시 에이브라움스의 That's So True 들으면서 1, 2부 마칩니다."
AD,3209.68,3215.54,5.86,1,1,SPEAKER_24,3부에 다시 만납니다.
MUSIC,3216.66,3218.82,2.16,1,1,SPEAKER_24,I could go and read your mind Think about your dumb face all the time Living in your glass house I'm outside
AD,3368.65,3705.19,336.54,21,7,"SPEAKER_06,SPEAKER_07,SPEAKER_08,SPEAKER_15,SPEAKER_25,SPEAKER_26,SPEAKER_28","꿈꾸는 당신이 아름답습니다. 심리학 용어에 사회적 촉진이란 말이 있답니다. 플로이드 올포트란 심리학자가 정립한 개념인데 다른 사람의 존재에서 비롯된 시청각적 자극만으로도 능률이 오른다. 쉽게 말해 도서관에서 다들 공부하고 있으면 나도 공부가 잘 된다는 얘기입니다. 요즘엔 도서관 말고 카페에서도 이어폰을 꽂고 같이 집중하면 능률이 더 오르죠. 운동도 마찬가지라 꾸역꾸역 헬스장에 가면 어느새 또 열심히 뛰게 됩니다 덩달아 하게 되는 곳으로 일단 가자 새해 목표로 괜찮죠? mbc 캠페인 꿈의 지도 sk 브로드밴드 소상공인 더드림 성공 패키지가 함께합니다 지금 시각은 6시 57분입니다. 실사 출력 가능한 에드피아몰 판총물 주문 간편한 에드피아몰 아크릴 제작도 쉽고 빠르게 광고의 유토피아 에드피아몰 쉽고 빠른 홍보가 현실이 되는 곳 광고만족 에드피아몰 피부가 부들부들하니 온천 다녀온 것 같네 엄마 온천 갔다 왔어? 온천은 뭐하러 가 비드부들 바디워시 쓰면 되는데 우와 피부가 부들부들해 그치 피지가 55.6% 줄고 윤기는 17.6%나 증가한대 이름값 하네 몽잘 비드부들 바디워시 잘 만들었다 몽잘 아파 본 사람은 압니다 아프지 않은 일상이 얼마나 소중한지를 당신의 건강이 흔들릴 때 어떤 순간에도 당신을 지킵니다 줄기세포, 면역세포를 위한 EHL 바이오만의 솔루션은 이미 시작되었습니다. 당신을 지킵니다. 오늘 주문 내일 도착! 빠른 인쇄가 필요할 땐 와우프레스가 정답! 요즘 닥칠 어디 요즘 홍보 어디 요즘 인쇄 어디 인쇄는 월프레스 커져라 친환경 친환경 농산물 무농약으로 믿고 먹지 친환경 농산물 유기농으로 건강하자 친환경 농산물 자조금 관리위원회가 함께합니다 친환경 농산물 코 입술 주름 개선을 위해 피부 깊은 곳부터 자연스럽게 PLLA로 부드럽게 채우다. 올리디아. 입학이고 취업 졸업이고 취업 수원여자대학교 여성비도 양성 미래를 만드는 수원여자대학교 세상을 바꾸는 여성의 힘 수원 수원여자대학교 건강을 생각하는 위더스 생명을 존중하는 위더스 생명존중을 실천하는 위더스 제약에서 7시를 알려드립니다. 매주 일요일 업로드됩니다."
DJ,3790.61,3822.76,32.15,6,1,SPEAKER_30,13위 모간 월런 I'm the problem 들었습니다. 2025년에 가장 크게 히트한 노래들입니다. 사실 연말 결산 차트 싱글 차트라는 게 2025년에 가장 크게 히트한 음악들 13위 모간 월런 I'm the problem 12위는 사브리나 카펀터의 에스프레소입니다. 배철수의 음악 캠페에서도 참 많이 나왔죠. 광고 뒤에 듣겠습니다.
AD,3822.78,3893.28,70.5,13,7,"SPEAKER_03,SPEAKER_05,SPEAKER_07,SPEAKER_12,SPEAKER_25,SPEAKER_27,SPEAKER_34","맑은 물이 흐르고 온도 변화가 크지 않은 까다로운 곳에서 자라는 와사비. 주비푸드는 그런 와사비의 뿌리 부분만을 엄선해 사용합니다. 소비자들을 존중하기에 좋은 원료, 정직한 표기를 약속합니다. 안전화가 이렇게 편해도 돼요? 나도 모르게 집에까지 신고 간다니까요. 우린 발이 건강해야 하니까 안전화 아무거나 못 신어요. 내가 안전해야 가족이 안심하지. 그래서 난 꼭 워킹만 신어. 워킷 안전화를 고집하는 확실한 이유가 있다 생각의 차이가 만드는 가치 워킷 워킷 안전화 최유라의 메디솔라 시대 여러분 오늘도 건강한 식사 하셨나요? 나를 위한 한 끼 챙기기 정말 어려우시죠? 전문가들이 만든 영양 밸런스 식단 메디솔라와 함께 해보세요 저 최유라도 케어 받는 똑똑한 맞춤 영양 식단은 메디솔라 어마나 세상에 이렇게 우리 두 대가 보니까 십자층들이 좀 많이 듣더라고. 아니 그 선생님들이 두 대를 듣는 이건 이유는 뭘까요?"
DJ,3893.3,3896.82,3.52,3,1,SPEAKER_30,안영미 씨 때문이죠. 저 때문에요? 네 매력이 있잖아요.
AD,3897.04,3921.31,24.27,4,1,SPEAKER_27,세상에 뭐 이렇게 느끼한 말투로 말씀하세요. 매력 있잖아요. 고마워요. 한 번만 들어보셔요 안영미의 매력 가지가지 오만가지야 팔색조 팔색조 2시의 데이트 안영미입니다
DJ,4092.62,4124.77,32.15,7,1,SPEAKER_30,"12위 사브리나 카펀트의 에스프레소 들었습니다. 자, 11위는 모간 월런. 모간 월런이 2025년 한 해 얼마나 인기가 있었는지 알 수 있겠죠. 모간 월런의 러브 썸바디. 10위가 채플원의 핑크 포니 클럽입니다. 두 곡 듣겠습니다. 먼저 11위 모간 월런 러브 썸바디."
MUSIC,4275.85,4391.53,115.68,3,2,"SPEAKER_15,SPEAKER_22",i just wanna love somebody I know you wanted me to stay But I can't ignore the crazy visions of me in LA And I heard that there's a special place Where boys and girls can all be queens every single day I'm having wicked dreams of leaving Tennessee If Santa Monica is where it's calling me I'm just having fun on the stage in my heels It's where I belong down at the...
DJ,4581.97,4605.0,23.03,1,1,SPEAKER_30,채플원의 핑크 포니 클럽 12곡 들었습니다 앞에 들으신 음악은 11위 모간 월런 러브 삼바디였고요 2025년 팝뮤직 총결산 싱글 차트 9위는 로제 그리고 브루노 마을스 아파트입니다 듣겠습니다
AD,4606.81,4627.38,20.57,3,1,SPEAKER_24,좋아하는 랜덤 게임! 랜덤 게임! 게임 스타트!
DJ,4948.69,5018.96,70.27,8,1,SPEAKER_30,2025년 팝뮤직 총결산 오늘 싱글 차트 결산 9위가 로제와 브루노 마스의 아파트 8위는 포스트 말론 피처링 모간 월런 I had some help 들었습니다 1년을 결산하는 차트 탑10 안에 아파트가 9위에 있다는 건 놀랍지 않아요? 7위는 배철수의 음악 캠프 백캠 친구 시카고 롤라팔로자에서 방송할 때 알렉스 워렌을 만났죠. 깜짝 놀랐어요. 만나가지고. 너무 착하고 그리고 어려서. 음악만 들을 때는 음악이 굉장히 뭐라 그럴까. 원숙한 느낌 이런걸 받았거든요 와 진짜 어린 친구들하고 7위 알렉스 워렌 오더네리 듣겠습니다 음악
MUSIC,5021.51,5048.95,27.44,1,1,SPEAKER_10,they say the holy water's watered down and this town's lost its faith our colors will fade eventually so if our time is running out day after day we'll make the mundane our masterpiece oh my my oh my my love i take one look at you you're taking me out
DJ,5196.53,5244.18,47.65,9,1,SPEAKER_30,"네, 알렉스 워렌 오더네리 7위 곡이었습니다. 2025년 한 해 정말 많이 들었죠, 이 음악. 알렉스 워렌 오더네리. 자, 배출 수익 마크 캠프입니다. 4일간의 특집 방송. 2025년 팝뮤직 총결산입니다. 오늘은 싱글 차트 결산해드리고요. 내일은 앨범 차트. 3일째는 락 차트 4일째는 재즈 차트 쭉 결산해 드리도록 하겠습니다 뭐 매년 하는 거죠 6위는 벤슨 부은의 Beautiful Things 이 음악도 진짜 많이 들었죠 이 친구 또 무대 매너도 재밌는데 벤슨 부은 Beautiful Things 이 음악 들으면서"
AD,5245.14,5274.11,28.97,1,1,SPEAKER_09,시간이 얼마 안 남았네요 4부 첫 곡으로 처음부터 다시 들려드리도록 하겠습니다 6위 벤슨 부흥 Beautiful Things For a while there it was rough But lately I've been doing better Than the last four cold Decembers I recall
MUSIC,5276.68,5324.15,47.47,2,1,SPEAKER_09,i see my family every month i found a girl my parents love she'll come and stay the night and i think i might have it all and i thank god everyday for the girl he sent my way but i know the things he gives me he can take away mbc fm for you
AD,5325.02,5481.74,156.72,21,5,"SPEAKER_02,SPEAKER_04,SPEAKER_08,SPEAKER_26,SPEAKER_31","피부가 부들부들하니 온천 다녀온 것 같네 엄마 온천 갔다 왔어? 온천은 뭐하러 가 비드부들 바디워시 쓰면 되는데 우와 피부가 부들부들해 그치 피지가 55.6% 줄고 윤기는 17.6%나 증가한대 이름값 하네 몽잘 비드부들 바디워시 잘 만들었다 몽잘 비데 살 땐 당당하게 3년 애플 비데 전국 무료 설치는 애플 비데 온 가족 믿고 쓰는 애플 비데 3년 무상 AS부터 전국 무료 설치까지 비데는 역시 당당하게 3년 애플 비데 애플 커져라 친환경! 친환경 농산물 무농약으로 믿고 먹지 친환경 농산물 유기농으로 건강하자 친환경 농산물 자조금 관리위원회가 함께합니다. 친환경 농산물 한총물 대박날까 불안하네. 한총물 언제나 당신 곁에 MG 새마을금고와 함께하는 날씨와 생활입니다. 추위도 추위지만 서해안 쪽으로 많은 눈 소식이 있습니다. 어제부터 울릉도와 독도는 대설경보가 발효 중이고요. 오늘 오후부터는 제주에서 대설주의보 그리고 전라권과 제주 쪽은 내일 새벽 대설 예비특보가 내려져 있습니다. 모레 새벽까지 서해안 많게는 10cm 이상, 울릉도와 독도, 제주 등은 30cm까지 눈이 쏟아지는 곳들이 있으니까요. 각별히 대비해 두셔야겠고요. 특히 오늘 밤부터 내일 사이 강한 눈이 쏟아지겠으니까 피해 없도록 유의하셔야겠습니다. 이번 추위는 토요일 오전까지 계속됩니다. 내일 아침 서울이 영하 12도, 철원 영하 17도 등으로 기온 자체도 낮고요. 바람도 상당히 강하게 불면서 체감되는 기온은 더욱 낮겠습니다. 감기 걸리지 않도록 보온 철저히 유지하시고요. 눈 내리는 곳 제외한 대부분 지역은 맑겠습니다. 언제나 당신 곁에 MG 새마을금고와 함께하는 날씨와 생활이었습니다."
MUSIC,5483.81,5615.26,131.45,5,2,"SPEAKER_09,SPEAKER_25","for a while that it was rough but lately I've been doing better than the last four cold Decembers I recall and I see my family every month I found a girl my parents love she'll come and stay the night and I think I might have it all And I thank God every day For the girl he sent my way But I know the things he gives me he can take away And I hold you every night And that's a feeling I wanna get used to There's no man as terrified as the man who stands to lose you Oh, I hope I don't lose you Please stay I want you, I need you, oh God, don't please don't take i found my mind i'm feeling sane it's been a while but i'm finding my faith if everything is good and it's great why do i sit and wait till it's gone oh i'll tell you i know i've got enough i've got peace and i've got love but i'm up and i'm thinking i just might lose it all"
DJ,5655.91,5680.53,24.62,5,1,SPEAKER_30,"벤슨 부은의 Beautiful Things 6위 곡 들었습니다. 싱글 차트 결산 5위는 빌리 아일리쉬의 Birds of a Feather입니다. 이 노래도 정말 많이 들었죠. 그리고 4위가 테디 스윔스, Lose Control 두 곡을 계속 듣겠습니다. 먼저 5위 빌리 아일리쉬의 Birds of a Feather"
MUSIC,5918.84,6066.65,147.81,2,1,SPEAKER_19,It's taking a toll on me Trying my best to keep from Tapping the skin off my bones When you're not here with me
DJ,6094.98,6127.59,32.61,8,1,SPEAKER_30,"테디 스윔스, 루즈 컨트롤. 4위 곡 들었고요. 앞에 들으시는 음악은 5위, 빌리 아일리시, Birds of a Feather였습니다. 2025년 팝뮤직 총결산, 오늘 싱글 차트 결산입니다. 3위는, 와, 이 노래 진짜 작년에 엄청 들었죠. 샤브지, A Bar Song, Tipsy. 2위는 캔들 글라마, And Caesar. 두 곡 듣겠습니다."
AD,6127.61,6149.62,22.01,1,1,SPEAKER_11,"먼저 샤브지의 A Bar Song, Tipsy."
MUSIC,6149.64,6264.69,115.05,3,1,SPEAKER_11,She's been telling me all night long I've been boozy since I left I ain't changing for a check Tell my ma I ain't forgetting Woke up drunk at 10am We gon' do this shit again Tell your girl to bring a friend Oh lord Here comes the two to the three to the four Tell them bring another round We need 30 more Two stepping on the table She don't need a dance floor Oh my good lord Someone pour me up a double shot of whiskey They know me and J. Daniels gotta hit it There's a party downtown near Fifth Street Everybody at the bar get tipsy Everybody at the bar get tipsy Everybody at the bar get tipsy It comes the two to the three to the four When it's last call and they kick us out the door It's getting kinda late but the ladies want some more Oh my good lord
AD,6266.09,6289.14,23.05,1,1,SPEAKER_11,자막 제공 배달의민족
MUSIC,6300.4,6315.55,15.15,1,1,SPEAKER_17,If this world were mine
AD,6336.49,6357.66,21.17,1,1,SPEAKER_17,여러분 안녕하세요 여러분 안녕하세요
DJ,6477.03,6498.82,21.79,1,1,SPEAKER_30,네 3위 곡 샤브지의 A Bar Song Tipsy 2위 캔들길라마 시저의 루터 들었습니다 자 배철수의 음악 캠프입니다 4일간의 특집방송 2025년 팝뮤직 총결산 광고 듣겠습니다
